ID,LESSON,SUBJECT,TITLE,TIMESTAMP,VOLUME,PAGE,DESCRIPTION,BOOK_DESCRIPTION,INVENTOR
109,18-1,Knotty Silks,The Magical Bow Knot (GW Hunter),0:41:34,1,374,"bow is tied, ends are pulled through to create knot, knot vanishes","A magician holds a handkerchief, brings their hands together, and then apart. A bow knot has seemingly appeared from nowhere, tied securely in the handkerchief. With another gesture, the knot unties itself, leaving the handkerchief as it was in the beginning.",GW Hunter
110,18-1,Knotty Silks,Chair Tie and Release with Bow Knot,0:41:34,1,375,silk tied around solid object penetrates,"A rope is tied to a chair with a secure knot. The magician makes a magical gesture, and the rope instantly releases itself from the chair, as if the knot simply melted away.",NONE
111,18-1,Knotty Silks,The Educated Knot,0:41:34,1,376,knot unties itself ,"A magician holds a silk handkerchief and, with a subtle gesture, a knot mysteriously ties itself in the middle of the fabric, seemingly without any direct manipulation.",NONE
112,18-1,Knotty Silks,The Sympathetic Silks,0:41:34,1,378,"knots are tied in 2 silks. in response, 2 other silks tie themselves together. when those become untied, the first 2 become untied",Three silks knot/unknot with three others,NONE
113,18-1,Knotty Silks,Tommy Dowd's Silk Penetration,0:41:34,1,382,"rope penetrates solid, silk penetrates rope",Handkerchief penetrates rope,Tommy Dowd
114,18-1,Knotty Silks,Al Baker's Handkerchief Through the Arm,0:41:34,1,385,Silk penetrates spectator's arm,"A silk handkerchief is wrapped and securely tied around a spectator's arm. The magician grasps the silk, and with a magical gesture, the handkerchief seemingly melts through the arm, leaving it tied in a knot but completely free from the spectator's limb.",Al Baker
115,18-1,Knotty Silks,The Phantom Knots,0:41:34,1,386,"2 silks are tied to each other.  spectator holds one, magician holds the other.  Both pull.  Knots penetrate each other.",Colored silks tied together and separate,NONE
116,19-1,Eggs and Silks,"The Egg, the Glass, and the Handkerchief",0:00:10,1,389,"2 eggs are broken into a glass.  Glass is covered.  Silk is placed in hand, and turns into egg. Egg is split into 2.  Glass is shown and has silk in it and is clean otherwise.",egg in glass and handkerchief transpose,NONE
117,19-1,Eggs and Silks,An Eggs-traordinary Eggs-planation,0:16:17,1,394,"Silk vanishes.  Magician shows audience he is using hollow egg.  Magician then shows audience how to do trick, but burns silk at end and turns hollow egg to real egg (even breaking it open), surprising audience",Silk and egg routine with fake explanation,NONE
118,19-1,Eggs and Silks,"A ""Sucker"" Handkerchief Vanish",0:35:02,1,399,"Magician puts silk in hand and ""acts"" like he is putting it in his pocket.  Opens hand to show it's still there.  Puts silk back in hand and ""acts"" like he puts it back in pocket again.  This time, silk vanishes, even with magician's pocket pulled out.","A magician shows a silk handkerchief and appears to place it in one hand, while actually concealing it in their pocket. They then open their empty hand, seemingly proving the handkerchief has vanished, only to reveal it again. After repeating this, the handkerchief truly vanishes from their hands, leaving the audience baffled as to its whereabouts.",NONE
119,19-1,Eggs and Silks,A One-Man Handkerchief Vanish,0:37:13,1,401,"Magician causes big sponge ball to vanish.  There is a tube covering a glass.  Sponge ball appears in glass.  Ball disappears again and appears in glass.  Audience sees assistant helping magician as magician throws ball over spectators shoulder to assistant.  To end, spectator holds 2 sponge balls tightly, ",Visible comedy,NONE
120,19-1,Eggs and Silks,Repeat Handkerchief Vanish,0:56:29,1,404,"magician pulls silk out of pocket, pokes into his hand, it vanishes. silk reappears inside pocket and trick is repeated several times. last time, silk vanishes, but turns into a 20 dollar bill ",handkerchief changes into lemon,NONE
121,20-1,How to Please Your Audience,Imagination,0:02:23,2,17,---,"This passage emphasizes the importance of imagination in magic, highlighting how simple objects can be transformed into extraordinary experiences with creativity and showmanship. It encourages magicians to develop their own unique style and presentations, drawing inspiration from the world around them and tapping into the audience's desire for wonder and escape.",NONE
122,20-1,How to Please Your Audience,Originality,0:09:10,2,18,---,,NONE
123,20-1,How to Please Your Audience,Human Nature,0:12:52,2,20,---,"This passage emphasizes understanding human desires and motivations to be successful in magic. It highlights that people are primarily interested in themselves and what benefits them. To capture an audience's attention, magicians must cater to these desires and offer something valuable and entertaining.",NONE
124,20-1,How to Please Your Audience,Timing,0:26:06,2,23,---,"This passage stresses the importance of timing in magic performance. It explains that, like in the universe, there's a proper time and place for everything within a show. Good timing keeps the audience engaged and prevents them from becoming restless or bored. This includes knowing when to incorporate humor, mystery, and dramatic elements, and how to structure the overall performance for maximum impact.",NONE
125,20-1,How to Please Your Audience,Humor,0:32:40,2,24,---,"This emphasizes the crucial role of timing in creating a captivating magic performance. Just as the universe has a rhythm, a successful magician must carefully orchestrate each element of their show, knowing when to build suspense, when to deliver a punchline, and when to move on to the next effect. This ensures the audience remains engaged and entertained throughout the entire performance.",NONE
126,20-1,How to Please Your Audience,Good Taste,0:39:33,2,25,---,"This passage discusses the importance of adapting magic performances to suit the audience and context. What might be entertaining in one situation may not be appropriate in another. Magicians should strive to understand their audience's expectations and preferences, ensuring their performance is respectful, tasteful, and in tune with the overall tone of the event.",NONE
127,20-1,How to Please Your Audience,Sincerity,0:41:23,2,25,---,"This passage emphasizes the importance of genuine emotion and connection in magic. To truly captivate an audience, a magician must be believable and sincere in their performance, conveying a sense of wonder and passion for their art. This genuine enthusiasm resonates with the audience and elevates the magical experience beyond mere tricks.",NONE
128,20-1,How to Please Your Audience,Keeping Up with the Times,0:43:54,2,26,---,"This emphasizes that magic, like everything else, must adapt and evolve with the changing times. Magicians should stay current with trends and new ideas, constantly innovating their acts to remain relevant and exciting for modern audiences. This includes updating their appearance, routines, and even their approach to magic to reflect the current cultural landscape.",NONE
129,20-1,How to Please Your Audience,Proper Dress,0:47:39,2,29,---,"This section highlights the importance of a magician's attire in creating a favorable impression on their audience. Costume choice should be appropriate for the type of performance, venue, and audience demographics. Whether formal or casual, the magician's clothing should be well-maintained and contribute to the overall presentation, enhancing the magical atmosphere and the audience's perception of the performer.",NONE
130,20-1,How to Please Your Audience,Magicians Should be Artists,0:51:18,2,29,---,"This section emphasizes the importance of visual presentation in magic, comparing a magician's stage to a shop window display. It suggests that magicians should carefully consider the composition, arrangement, and color of their props and stage setting to create an aesthetically pleasing and engaging visual experience for the audience. Every element should contribute to the overall artistic presentation.",NONE
131,20-1,How to Please Your Audience,Personality and Magnetism,0:59:03,2,31,---,"This passage emphasizes the importance of a magician's stage presence and charisma. To truly captivate an audience, a magician needs to project confidence, enthusiasm, and a unique personality that draws people in. This involves developing strong communication skills, connecting with the audience on an emotional level, and using body language and vocal inflection to enhance their performance.",NONE
132,20-1,How to Please Your Audience,Make-up,1:01:58,2,31,---,"This section advises magicians on the use of stage makeup to enhance their appearance under performance lighting. It suggests using makeup to counteract paleness, enhance features, and create a more vibrant and healthy look. It also advises on selecting appropriate makeup colors to complement different lighting conditions and skin tones.",NONE
